Date,Close,LogReturn,Return_scaled,P_high_volatility,P_low_volatility,P_medium_volatility,State,Regime
1996-08-29,657.4000244140625,-0.0112085835062796,-1.0101663508473644,0.0004979698455086276,0.8648495390788324,0.13465249107565888,1,Low volatility
1996-08-30,651.989990234375,-0.0082634889598818,-0.7508758334457011,0.0008823233641469325,0.8079599253043706,0.1911577513314825,1,Low volatility
1996-09-03,654.719970703125,0.0041784091684853,0.3445274387884459,0.0005451948408810884,0.8741153628282308,0.12533944233088826,1,Low volatility
1996-09-04,655.6099853515625,0.0013584590372754,0.0962548223922658,0.0002937704784059223,0.9236149723412141,0.07609125718037997,1,Low volatility
1996-09-05,649.4400024414062,-0.0094556207634637,-0.855832895873393,0.0006978955128164604,0.847083982771957,0.15221812171522656,1,Low volatility
1996-09-06,655.6799926757812,0.0095623970302831,0.8185417620560371,0.0009709107026185448,0.8170329344105864,0.18199615488679516,1,Low volatility
1996-09-09,663.760009765625,0.0122477991884952,1.0549685741887802,0.0022893776697812717,0.6712008318944294,0.3265097904357894,1,Low volatility
1996-09-10,663.8099975585938,7.530720446613515e-05,-0.0167157791936661,0.001079410215933392,0.7946160553928323,0.20430453439123428,1,Low volatility
1996-09-11,667.280029296875,0.0052138315651948,0.4356875712536171,0.0006893396740367316,0.8554693912485398,0.1438412690774234,1,Low volatility
1996-09-12,671.1500244140625,0.0057829034718315,0.4857895108640307,0.0004853036423036186,0.8917909008153179,0.10772379554237865,1,Low volatility
1996-09-13,680.5399780273438,0.0138938730754256,1.199891374832173,0.002120463415103284,0.6940181995788932,0.30386133700600343,1,Low volatility
1996-09-16,683.97998046875,0.0050420804881516,0.4205663502098669,0.0012088889416235296,0.7847385210544411,0.21405259000393537,1,Low volatility
1996-09-17,682.9400024414062,-0.0015216373174844,-0.1573131572522978,0.0006370376514931813,0.8620358662735036,0.1373270960750033,1,Low volatility
1996-09-18,681.469970703125,-0.0021548249221696,-0.213059938567674,0.0003770197004642181,0.9072188842347253,0.09240409606481051,1,Low volatility
1996-09-19,683.0,0.0022426729367603,0.1741023331866491,0.00021190495579126206,0.9411955136037041,0.05859258144050456,1,Low volatility
1996-09-20,687.030029296875,0.0058831424631931,0.4946147012015566,0.0001731877778362925,0.9492394189366964,0.05058739328546726,1,Low volatility
1996-09-23,686.47998046875,-0.00080093898642,-0.0938618010366653,0.00010813496767258371,0.9629085349623842,0.036983330069943254,1,Low volatility
1996-09-24,685.6099853515625,-0.0012681314716243,-0.1349941243989012,7.632584001493993e-05,0.9696172120615515,0.03030646209843356,1,Low volatility
1996-09-25,685.8300170898438,0.0003208769465343,0.0049045472426882,5.588452982215288e-05,0.9747084101148219,0.025235705355355936,1,Low volatility
1996-09-26,685.8599853515625,4.369538550275109e-05,-0.0194989308941943,4.502391528545694e-05,0.9771961656493598,0.02275881043535466,1,Low volatility
1996-09-27,686.1900024414062,0.0004810569573177,0.0190070343510331,3.906291379753134e-05,0.9786532727954109,0.021307664290791558,1,Low volatility
1996-09-30,687.3300170898438,0.0016599902353204,0.1228020788969712,3.6049026652085e-05,0.9794236882482877,0.0205402627250601,1,Low volatility
1996-10-01,689.0800170898438,0.0025428482785114,0.2005302180805525,3.5413577008825656e-05,0.9794303443553745,0.02053424206761665,1,Low volatility
1996-10-02,694.010009765625,0.007128984317072,0.6043004765828657,5.8516104234350535e-05,0.9702010444830753,0.029740439412690296,1,Low volatility
1996-10-03,692.780029296875,-0.0017738529360915,-0.1795185965735597,5.655005226897998e-05,0.9728088984441787,0.02713455150355228,1,Low volatility
1996-10-04,701.4600219726562,0.0124513778108514,1.0728919398027026,0.00029687801521231224,0.9084033890663049,0.09129973291848285,1,Low volatility
1996-10-07,703.3400268554688,0.0026765460418767,0.2123011686195887,0.00019556748860368646,0.9411129415898642,0.058691490921531926,1,Low volatility
1996-10-08,700.6400146484375,-0.0038462306525222,-0.3619738223326899,0.00016419353909585726,0.9480849661740878,0.05175084028681646,1,Low volatility
1996-10-09,696.739990234375,-0.0055819240676164,-0.5147868599313973,0.00018610870385781108,0.9415007551238476,0.05831313617229464,1,Low volatility
