Date,Close,LogReturn,Return_scaled,P_high_volatility,P_low_volatility,P_medium_volatility,State,Regime,Split,Return_5,Return_20,Volatility_5,Volatility_20,Volatility_change,Drawdown_20,Days_in_medium,Target
1990-06-21,360.4700012207031,0.0038078206667755,0.3119002742483565,0.0026832804566971,0.475801654347612,0.5215150651956908,2,Medium volatility,train,-0.006718558504784047,0.003278853275909555,0.12480561357362055,0.13108630857868994,-0.006280695005069392,-0.018862255827183816,4,0.0
1990-06-22,355.42999267578125,-0.0140804354138728,-1.263008477064189,0.0078975300100166,0.1196506379231697,0.8724518320668135,2,Medium volatility,train,-0.020826576249182202,-0.008349289233254044,0.14714441305709677,0.1398883900011385,0.007256023055958266,-0.032580297821332316,5,0.0
1990-06-25,352.3099975585937,-0.0088168405677704,-0.7995937345025513,0.0074705671930659,0.0927581198777673,0.8997713129291667,2,Medium volatility,train,-0.0128881415880829,-0.006422489686955444,0.11881911024465953,0.13824546972740723,-0.019426359482747693,-0.04107239136792773,6,0.0
1990-06-26,352.0599975585937,-0.000709854230676,-0.0858425632593407,0.004873964014122,0.1891343138788863,0.8059917221069917,2,Medium volatility,train,-0.0180433692518917,-0.024106333342832843,0.10742466597534629,0.12307630637109004,-0.01565164039574375,-0.04175284864651563,7,0.0
1990-06-27,355.1400146484375,0.0087105104944305,0.7435404005822939,0.0050228985271429,0.2076223622010967,0.7873547392717604,2,Medium volatility,train,-0.0110887990511132,-0.015977911709394246,0.13134261797665076,0.12769015354768765,0.003652464428963109,-0.03336956845867867,8,0.0
1990-06-28,357.6300048828125,0.0069868268736463,0.5917847231910326,0.0043419057783393,0.2742604165809816,0.7213976776406791,2,Medium volatility,train,-0.0079097928442424,-0.010015958934629345,0.13996149656626417,0.13040035621602986,0.00956114035023431,-0.02659224054430598,9,0.0
1990-06-29,358.0199890136719,0.0010898740244202,0.0726081971812901,0.0028202005209861,0.4384665488170078,0.5587132506620061,2,Medium volatility,train,0.0072605165940505985,-0.014254698511875044,0.09877315211069757,0.12882795133344044,-0.030054799222742873,-0.02553077038279794,10,0.0
1990-07-05,355.67999267578125,-0.0125169577027008,-1.1253575669527964,0.0043362621858515,0.3904064913421602,0.6052572464719882,2,Medium volatility,train,0.001519310446102498,-0.025756305499038745,0.1069931803275806,0.12855694389345543,-0.021563763565874833,-0.028860088257252614,1,0.0
1990-07-06,358.4200134277344,0.0076740909551995,0.6522924782019776,0.0036233709304189,0.4438080531902253,0.5525685758793557,2,Medium volatility,train,0.002206574527655698,-0.013110434666101543,0.10922250498098537,0.13140439859505773,-0.022181893614072357,-0.02137880292768768,2,0.0
1990-07-11,361.2300109863281,0.0132087434096828,1.1395715369733292,0.0060033107827345,0.2900617011481987,0.7039349880690667,2,Medium volatility,train,0.0029665176594724976,-0.013801255345375945,0.15379428252633554,0.125336074863453,0.02845820766288254,-0.010057503347608576,1,0.0
1990-07-12,365.4400024414063,0.0115872087224202,0.9968092040766408,0.0073286078663275,0.1981980558878887,0.7944733362457836,2,Medium volatility,train,0.027070684084593497,0.001478786992462757,0.12338977658539373,0.13171046071635098,-0.008320684130957254,0.0,2,0.0
1990-07-13,367.30999755859375,0.0051040578010299,0.4260229252943697,0.0047553173010261,0.3061288520200884,0.6891158306788855,2,Medium volatility,train,0.024500650930423896,0.012078874109053155,0.12208968495736515,0.1311668956385359,-0.009077210681170747,0.0,3,0.0
1990-07-16,368.9500122070313,0.0044549950808923,0.3688784751318256,0.0031594337241472,0.4439922490575086,0.5528483172183442,2,Medium volatility,train,0.0258913887115479,0.0165062868594201,0.1213528401475019,0.13181458627724668,-0.010461746129744778,0.0,4,0.0
1990-07-18,364.2200012207031,-0.0090196250284169,-0.8174471809348094,0.0034682907859233,0.427803535289028,0.5687281739250486,2,Medium volatility,train,0.008243179033326099,0.0159131060841407,0.11513268966217659,0.12172087907156248,-0.0065881894093858945,-0.012820194687170772,1,0.0
1990-07-20,361.6099853515625,-0.0102074593783045,-0.9220258891282485,0.0039097959239876,0.3998247118091922,0.59626549226682,2,Medium volatility,train,-0.015639929015402503,0.003157503598434702,0.09541795792043435,0.12718131403109134,-0.03176335611065699,-0.019894366750556003,1,0.0
1990-07-23,355.3099975585937,-0.0175756015048547,-1.5707281138561262,0.0141918928731351,0.0261121246359705,0.9596959824908942,2,Medium volatility,train,-0.0376705256011495,-0.00033766249254719646,0.10878593603364888,0.132572240483146,-0.023786304449497128,-0.03696981758272366,2,0.0
1990-07-24,355.7900085449219,0.0013500521870781,0.0955146707594286,0.0079843961064239,0.0855196416812866,0.9064959622122896,2,Medium volatility,train,-0.032437015871472,0.009829230262301302,0.1219204004400425,0.12867823141825327,-0.006757830978210769,-0.035668798554544745,3,0.0
1990-07-25,357.0899963378906,0.0036471474163013,0.2977543615818112,0.0053194561299437,0.1732348370177359,0.8214457068523203,2,Medium volatility,train,-0.019770243426753802,0.0141862319092786,0.1345386346997346,0.1290481270823384,0.005490507617396195,-0.03214531908589713,4,0.0
1990-07-26,355.9100036621094,-0.0033099404013618,-0.3147580285745815,0.0039915462447688,0.2664978643209875,0.7295105894342436,2,Medium volatility,train,-0.0260958016811416,0.0021657810134863022,0.12357177258739387,0.1263300960880589,-0.0027583235006650303,-0.03534356447616738,5,0.0
1990-07-27,353.44000244140625,-0.0069641536117499,-0.6364804110279503,0.0041649502450106,0.2659615168680237,0.7298735328869657,2,Medium volatility,train,-0.022852495914587004,-0.011785199471909898,0.11858882575712831,0.12597921025778072,-0.007390384500652408,-0.04203824163833292,6,0.0
